carat,cut,color,clarity,depth,table,price,x,y,z
0.3,Very Good,F,VS1,59.8,60,640,4.39,4.31,2.6
0.71,Ideal,E,VS2,61.8,57,3301,5.69,5.74,3.53
0.7,Ideal,E,SI1,60.6,57,2614,5.76,5.79,3.5
0.41,Ideal,G,VVS1,62.1,55,1230,4.79,4.74,2.96
1.1,Ideal,H,VS2,61.3,56,5888,6.64,6.67,4.08
0.36,Ideal,F,VS2,61.5,55,629,4.57,4.6,2.82
0.7,Very Good,G,SI1,59.1,62,2674,5.8,5.91,3.46
0.44,Ideal,G,SI1,62.7,57,990,4.85,4.82,3.03
1.23,Premium,F,SI2,61.7,57,5695,6.89,6.86,4.24
1.1,Very Good,H,SI1,63.5,55,4682,6.55,6.49,4.14
0.34,Ideal,F,VVS2,61.8,55,1003,4.46,4.51,2.77
2.02,Premium,F,SI2,61.3,58,13267,8.09,8.05,4.95
0.7,Good,F,VS1,64,57,2381,5.62,5.54,3.57
1.13,Premium,I,VS2,62.4,59,4964,6.63,6.58,4.12
0.4,Ideal,G,VVS1,61.6,57,1123,4.75,4.76,2.93
0.4,Good,D,SI2,64,56,599,4.64,4.7,2.99
0.5,Very Good,D,VS1,63.1,57,1715,5.04,5,3.17
0.32,Ideal,E,VS1,61.8,55,972,4.43,4.4,2.73
0.3,Ideal,E,VVS1,61.2,57,895,4.33,4.36,2.66
1.56,Ideal,G,VVS2,62.3,54,15609,7.41,7.45,4.63
0.3,Ideal,G,IF,61.3,55,863,4.33,4.35,2.66
0.82,Premium,E,SI2,60.8,60,2824,6.05,6.03,3.67
0.3,Premium,D,SI1,61.7,59,552,4.28,4.31,2.65
1.5,Ideal,H,SI1,61.3,57,10725,7.38,7.4,4.53
0.32,Ideal,D,SI1,62,55,756,4.47,4.37,2.74
0.33,Good,G,VS1,63.1,57,666,4.38,4.4,2.77
0.52,Good,G,IF,59.8,57,2093,5.24,5.27,3.14
0.32,Good,D,I1,64,54,468,4.36,4.33,2.78
1.12,Good,H,SI1,59.8,61,5094,6.72,6.85,4.06
0.9,Very Good,F,SI2,61.6,58,3519,6.15,6.23,3.81
0.56,Ideal,G,SI2,61.9,54,1173,5.29,5.34,3.29
1.5,Very Good,E,SI2,63.1,57,8820,7.32,7.27,4.6
0.32,Premium,H,VVS1,60.9,58,936,4.43,4.4,2.69
0.4,Very Good,G,IF,62.3,59,1173,4.67,4.7,2.92
0.52,Ideal,I,SI1,61.8,55,1074,5.16,5.19,3.2
0.35,Very Good,E,VS1,59.9,59.9,885,4.54,4.59,2.73
0.46,Premium,I,IF,59.4,60,1208,5.04,5.02,2.99
0.71,Ideal,E,VS2,62.7,57,2817,5.66,5.64,3.54
0.51,Ideal,G,VS1,62.4,57,1689,5.1,5.13,3.19
2.01,Very Good,H,I1,61.7,63,8104,7.94,7.91,4.89
1.21,Very Good,H,SI1,63.5,58,4944,6.73,6.63,4.24
2.04,Very Good,I,I1,59.3,61,8257,8.25,8.3,4.91
1,Very Good,D,VVS2,63,59,9740,6.35,6.38,4.01
0.37,Premium,F,VS2,59.7,59,957,4.68,4.64,2.78
0.42,Ideal,F,VS1,61.3,57,1031,4.8,4.85,2.96
0.31,Ideal,G,VVS1,59.5,56,816,4.41,4.43,2.63
0.79,Premium,H,VS1,60,60,2862,6.07,5.99,3.64
0.54,Ideal,F,VS2,64.2,54,1837,5.19,5.12,3.31
1.01,Premium,D,VVS2,62.4,60,10407,6.36,6.31,3.95
0.41,Very Good,F,IF,63.3,56,1255,4.69,4.75,2.99
0.47,Ideal,F,VVS1,61.6,56,2113,5,5.02,3.09
0.71,Premium,D,VS2,62.7,58,2659,5.53,5.67,3.54
0.43,Ideal,H,VVS2,61.3,56,943,4.86,4.9,2.99
1.06,Very Good,G,IF,61.2,57,8415,6.52,6.56,4
1.11,Ideal,G,VS1,62.8,55,8129,6.6,6.65,4.16
0.71,Very Good,I,VS1,63.1,57,2202,5.68,5.58,3.55
0.9,Premium,H,VS1,62.9,58,4234,6.12,6.06,3.83
0.36,Ideal,E,VVS2,61.8,54,928,4.6,4.62,2.85
0.31,Ideal,D,SI1,62.4,56,571,4.33,4.35,2.71
1.01,Fair,F,SI2,64.6,59,3540,6.19,6.25,4.2
1.03,Premium,D,SI1,61.8,57,5491,6.53,6.49,4.02
0.31,Very Good,F,VS2,60.7,61,583,4.36,4.4,2.66
0.35,Ideal,D,SI1,63,57,827,4.52,4.46,2.83
1.27,Ideal,F,VVS2,62.2,54,12576,6.92,6.95,4.31
1.15,Premium,H,SI1,60.2,60,4772,6.87,6.78,4.11
1.52,Premium,I,SI1,62.8,62,9295,7.29,7.23,4.56
0.51,Very Good,H,SI1,61.2,55,1008,5.19,5.21,3.18
0.71,Good,I,VS2,64.3,63,2214,5.63,5.56,3.6
0.32,Very Good,H,SI1,61.9,58,449,4.34,4.38,2.7
0.77,Very Good,I,VS2,62.4,63,2054,5.8,5.84,3.63
0.33,Ideal,E,VS2,62.4,55,928,4.42,4.4,2.75
1.24,Ideal,H,SI1,61.3,57,6254,6.95,6.89,4.24
1.01,Premium,D,VS1,61.1,61,7785,6.46,6.4,3.93
1.11,Ideal,E,VS2,62.1,53,8698,6.67,6.69,4.14
0.32,Very Good,F,VVS1,62.7,60,926,4.32,4.35,2.72
0.95,Premium,F,SI2,58.4,57,2867,6.49,6.41,3.77
0.5,Premium,G,VVS2,60.9,61,1935,5.13,5.11,3.12
0.32,Ideal,F,VVS2,60.9,56,800,4.44,4.46,2.71
1.7,Very Good,E,VS2,58.6,62,18176,7.84,7.92,4.62
0.71,Very Good,F,SI1,63.3,60,2198,5.61,5.54,3.53
0.36,Very Good,H,VS1,60.8,59,631,4.59,4.62,2.8
0.71,Ideal,F,VS1,61,56,3701,5.77,5.8,3.53
0.32,Very Good,E,SI1,61.6,56,561,4.39,4.41,2.71
0.56,Ideal,D,VS1,60.4,56,1924,5.33,5.36,3.23
0.41,Ideal,J,VS1,62.1,56,647,4.75,4.79,2.96
0.54,Good,D,SI2,63.2,57,1249,5.16,5.19,3.27
1.34,Ideal,E,VVS2,62.6,54,14593,7.05,7.07,4.42
1.98,Ideal,I,SI1,62.6,55,14581,8.04,8.1,5.05
0.31,Ideal,E,VVS2,61.8,58,710,4.3,4.34,2.67
1.02,Premium,F,VS1,61.4,59,6238,6.48,6.42,3.96
1.75,Ideal,J,VS2,62.1,57,9663,7.71,7.66,4.77
0.31,Ideal,F,VS2,62.6,57,802,4.33,4.29,2.7
1.02,Very Good,E,SI1,63.7,55,7277,6.29,6.4,4.04
2.01,Very Good,J,SI1,63.4,57,11566,7.97,7.89,5.03
1.61,Premium,F,SI1,62.9,59,8024,7.5,7.43,4.69
0.3,Premium,F,VS2,62.8,58,776,4.29,4.24,2.68
0.74,Ideal,F,SI1,62.5,56,2702,5.8,5.76,3.61
1.06,Premium,G,VS2,62.3,59,5813,6.52,6.49,4.05
0.34,Ideal,E,VS2,62,56,829,4.48,4.46,2.77
0.3,Very Good,G,VVS2,60.4,60,638,4.3,4.34,2.61
1.21,Ideal,G,VVS2,61.3,57,10568,6.83,6.85,4.19
0.35,Premium,E,VS1,62.3,60,1063,4.52,4.5,2.81
0.62,Premium,E,VS1,62.2,58,2196,5.41,5.46,3.38
0.92,Premium,F,SI1,58.5,57,3400,6.39,6.37,3.73
1.13,Premium,I,VS1,62.2,58,5316,6.68,6.63,4.14
1.5,Very Good,I,VVS2,64,54,9618,7.19,7.27,4.63
1.26,Very Good,F,VS2,61.4,59,9071,6.86,6.96,4.24
0.27,Very Good,D,VVS1,61,61,544,4.14,4.15,2.53
0.75,Very Good,G,VS2,63.3,58,2467,5.78,5.75,3.65
1.08,Ideal,H,SI1,62.2,57,4413,6.6,6.56,4.09
0.38,Ideal,H,SI1,61.5,56,680,4.67,4.69,2.88
0.37,Ideal,J,SI1,61.4,57,469,4.62,4.66,2.85
0.72,Good,F,VS1,63.8,58,3002,5.68,5.63,3.61
2,Premium,J,SI2,61.9,55,11899,8.09,8.06,5
1,Premium,G,SI1,60.1,61,3634,6.44,6.4,3.86
0.32,Ideal,F,VS2,62.8,57,828,4.36,4.33,2.73
0.53,Ideal,D,SI2,60.4,57,1412,5.3,5.26,3.19
0.74,Ideal,E,VS1,62.2,55,3888,5.79,5.82,3.61
0.4,Ideal,E,VS1,62,54,1125,4.77,4.74,2.95
0.4,Very Good,D,VS2,59.3,58,850,4.8,4.85,2.86
0.7,Ideal,D,VS1,61.7,57,3419,5.71,5.74,3.53
1.51,Premium,G,SI1,61.3,61,7585,7.41,7.34,4.52
1.2,Very Good,F,VS2,61.8,58,9007,6.75,6.78,4.18
1.57,Ideal,J,VS1,62.1,54,9683,7.46,7.49,4.64
0.26,Premium,E,VVS1,60.9,59,814,4.12,4.09,2.5
1.01,Premium,E,VS2,63,60,6335,6.35,6.32,3.99
0.28,Ideal,D,VS2,62.4,57,487,4.16,4.2,2.61
1.5,Very Good,H,VS2,62,55,9706,7.26,7.37,4.57
0.26,Ideal,E,VVS2,62.3,57,599,4.06,4.09,2.54
0.4,Ideal,H,VVS2,61.4,55.7,905,4.72,4.77,2.92
1.02,Fair,E,SI1,65.7,58,5681,6.23,6.31,4.12
0.7,Very Good,J,SI1,61.1,60,1959,5.66,5.7,3.47
1.35,Premium,G,VS1,62.1,59,10012,7.06,7.02,4.37
1.04,Premium,E,SI2,62.8,59,4370,6.45,6.41,4.04
0.77,Ideal,F,VS1,61.2,56,3647,5.9,5.93,3.62
0.66,Ideal,H,SI1,62.4,58,1609,5.53,5.56,3.46
0.53,Very Good,E,VS2,62.3,56.7,1857,5.19,5.23,3.25
1.62,Premium,F,SI1,63,58,13298,7.47,7.43,4.69
0.37,Ideal,F,SI1,60.2,53,844,4.74,4.7,2.84
1.35,Premium,G,SI2,60.5,60,5167,7.16,7.11,4.32
0.32,Ideal,H,VS1,62.5,55,620,4.36,4.38,2.73
1.01,Premium,I,VVS1,62,59,4989,6.39,6.32,3.94
0.56,Ideal,G,SI1,61.3,54,1417,5.34,5.37,3.28
1.01,Premium,G,SI1,62.5,60,4672,6.39,6.34,3.98
0.53,Ideal,H,VS2,61.5,56,1427,5.21,5.26,3.22
0.42,Ideal,G,VS2,61.6,56,847,4.82,4.83,2.97
0.55,Premium,D,SI1,60.7,58,1819,5.3,5.24,3.2
0.91,Very Good,H,SI1,63.4,59,3710,6.12,6.09,3.87
0.31,Ideal,D,VVS2,62,56,982,4.37,4.34,2.7
0.58,Ideal,G,SI2,61.5,55,1276,5.38,5.42,3.32
0.76,Premium,E,VS2,61.7,62,3064,5.85,5.82,3.6
0.43,Ideal,G,VS2,62.4,56,1093,4.87,4.84,3.02
1.22,Premium,G,VS2,61.2,58,7729,6.81,6.91,4.2
0.88,Ideal,E,VS2,61.4,56,5595,6.15,6.17,3.78
0.31,Premium,G,VVS1,59.8,62,977,4.41,4.35,2.62
0.72,Ideal,F,SI2,62,55,2224,5.75,5.79,3.58
0.31,Premium,H,VS1,59.7,58,544,4.41,4.43,2.64
1,Fair,F,SI1,66.7,57,3669,6.07,5.99,4.02
0.58,Premium,I,VVS1,62.6,59,1636,5.27,5.31,3.31
0.33,Premium,G,VS2,61.3,59,579,4.44,4.46,2.73
0.76,Ideal,H,SI1,61.2,57,2765,5.88,5.91,3.61
0.3,Premium,D,SI2,60.9,58,574,4.32,4.29,2.62
2.01,Premium,G,SI2,59.4,62,14939,8.27,8.22,4.9
0.3,Ideal,F,VS1,61.5,55,587,4.33,4.35,2.67
1.5,Ideal,E,SI1,62.3,57,10214,7.33,7.28,4.55
0.32,Ideal,D,VVS2,60.6,56,1066,4.47,4.5,2.72
0.5,Premium,G,VS1,61.1,60,1629,5.1,5.05,3.1
0.68,Good,F,SI1,58.1,60,2074,5.8,5.91,3.4
0.4,Premium,H,SI1,62.6,58,855,4.72,4.68,2.94
0.39,Very Good,G,VVS1,62.7,58,854,4.65,4.69,2.93
1.63,Ideal,E,SI1,60.5,59,14022,7.66,7.62,4.62
0.35,Ideal,E,SI1,61,57,788,4.57,4.54,2.78
0.31,Ideal,G,IF,62.1,56,871,4.31,4.34,2.69
0.71,Ideal,E,VVS1,61,57,4860,5.75,5.76,3.51
0.8,Very Good,E,SI2,62.5,56,2804,5.88,5.96,3.7
0.41,Very Good,E,SI1,62.9,57,755,4.73,4.78,2.99
0.51,Premium,E,VS1,62.3,56,1837,5.14,5.13,3.2
2.53,Premium,J,SI2,62.6,57,16934,8.77,8.67,5.46
2,Very Good,I,SI2,63.7,61,12221,7.85,7.97,5.04
2.06,Premium,G,SI2,62.7,58,17650,8.12,8.09,5.08
0.26,Ideal,E,VVS2,62.2,56,769,4.15,4.12,2.57
0.58,Ideal,G,IF,61.3,56,2528,5.36,5.39,3.29
0.71,Very Good,E,SI2,63.3,57,2225,5.65,5.69,3.59
0.32,Premium,J,SI1,63,58,480,4.35,4.32,2.73
0.75,Premium,G,VVS2,62.5,56,3486,5.84,5.78,3.63
0.95,Ideal,F,SI1,61.7,56,6291,6.31,6.34,3.9
0.71,Ideal,I,VS2,63.1,57,2265,5.66,5.71,3.59
1.51,Premium,H,VS2,63,58,10548,7.34,7.27,4.6
0.56,Ideal,H,IF,61.3,56,2135,5.32,5.35,3.27
0.72,Premium,F,SI1,61.8,61,2777,5.82,5.71,3.56
0.71,Very Good,D,SI1,63.1,56,2743,5.73,5.68,3.6
0.9,Premium,H,VS1,60.2,58,4234,6.32,6.28,3.79
0.41,Premium,F,VVS2,60.4,58,1192,4.84,4.8,2.91
0.52,Premium,F,I1,63,56,870,5.18,5.11,3.24
0.3,Very Good,G,VVS1,63.4,56,1013,4.31,4.27,2.72
0.41,Very Good,G,VS1,62.4,57,899,4.71,4.74,2.95
0.9,Premium,G,SI1,60.6,61,3407,6.16,6.12,3.72
0.33,Ideal,E,SI1,62.5,55,579,4.42,4.45,2.77
1.11,Very Good,J,SI1,62,58,3901,6.57,6.62,4.09
0.58,Premium,D,SI1,60.2,58,1879,5.46,5.37,3.26
1.27,Premium,I,SI2,61.4,59,5249,6.98,6.94,4.27
1.2,Very Good,G,VS2,63.1,57,8032,6.74,6.69,4.24
0.3,Premium,H,SI1,62.6,58,540,4.28,4.22,2.66
0.5,Ideal,E,VVS2,62.2,54,2889,5.08,5.12,3.17
2.29,Ideal,J,SI2,61.8,56.4,13726,8.4,8.5,5.23
3.05,Premium,E,I1,60.9,58,10453,9.26,9.25,5.66
0.55,Ideal,D,VS2,61,56,1645,5.28,5.31,3.23
0.79,Ideal,H,VVS1,62,56,3675,5.92,5.96,3.68
0.39,Ideal,E,SI2,61,55,614,4.74,4.77,2.9
0.3,Ideal,F,IF,62.2,53,886,4.34,4.38,2.71
1.73,Ideal,J,SI1,62.6,57,6927,7.69,7.65,4.8
0.72,Ideal,D,VS2,62.1,57,3179,5.69,5.75,3.55
0.42,Very Good,H,SI1,63.1,57,898,4.78,4.76,3.01
0.7,Premium,G,VVS1,62.8,58,3234,5.68,5.62,3.55
1.03,Premium,F,SI2,61.6,58,4586,6.46,6.43,3.97
1.04,Premium,D,VS2,61.1,60,7852,6.51,6.48,3.97
0.54,Ideal,D,VS2,61.9,55,1913,5.24,5.23,3.24
0.33,Ideal,F,VS1,61.2,57,738,4.46,4.49,2.74
0.42,Premium,D,VS2,61.3,58,825,4.8,4.83,2.95
0.5,Very Good,E,SI2,60.6,59,1104,5.07,5.12,3.09
0.94,Premium,E,SI2,60.4,59,3758,6.37,6.34,3.84
1.03,Ideal,G,VS1,60.8,57,7587,6.55,6.57,3.99
0.7,Very Good,E,VS2,62.5,57,2593,5.64,5.68,3.54
1.03,Very Good,G,VS2,62.2,57,6786,6.43,6.46,4.01
1.08,Premium,E,SI1,59.6,60,5908,6.73,6.66,3.99
0.51,Very Good,G,VS2,59.1,60,1417,5.18,5.21,3.07
0.39,Ideal,J,VVS2,62,54.5,687,4.67,4.7,2.9
0.32,Ideal,D,SI2,61.4,56,477,4.43,4.46,2.73
0.41,Premium,G,VS2,61,56,1061,4.83,4.81,2.94
1,Premium,E,SI1,61.9,62,4953,6.4,6.34,3.94
0.47,Good,E,VS1,65.4,56,1293,4.85,4.9,3.19
2.12,Premium,G,I1,60,58,7508,8.39,8.28,4.99
0.4,Very Good,F,VVS1,61.9,59,1111,4.71,4.75,2.93
1.23,Ideal,H,SI1,62.3,57,6046,6.89,6.85,4.28
0.53,Premium,E,SI2,60.5,60,1141,5.21,5.24,3.16
1.25,Premium,G,VS1,61.8,58,9009,6.91,6.94,4.28
0.77,Ideal,J,VS2,61.9,54,2292,5.89,5.94,3.66
0.73,Ideal,F,VS1,61.2,56,2835,5.89,5.81,3.58
0.52,Good,F,SI2,58.7,64,1350,5.24,5.26,3.08
0.55,Premium,H,SI2,62.4,56,1246,5.23,5.2,3.25
1.51,Very Good,F,SI2,63.4,57,9471,7.29,7.25,4.61
0.41,Ideal,D,VVS1,62.3,57,1582,4.77,4.73,2.96
0.31,Very Good,F,VVS1,61.8,59,830,4.33,4.36,2.69
1.12,Ideal,G,SI1,62,55,5551,6.68,6.65,4.13
1.07,Very Good,G,VS1,62.8,58,7168,6.48,6.52,4.08
1.02,Premium,H,SI1,60.3,59,4558,6.5,6.44,3.9
0.7,Premium,D,SI2,60.8,61,1987,5.69,5.64,3.45
0.31,Ideal,H,VS1,62,54,698,4.39,4.35,2.71
0.31,Premium,H,VVS1,62.1,58,907,4.36,4.33,2.7
0.27,Ideal,H,VS2,61.8,56,599,4.15,4.17,2.57
0.3,Very Good,H,SI1,62.9,57,432,4.22,4.27,2.67
0.74,Ideal,F,VS1,61.7,56,3170,5.83,5.78,3.58
0.4,Ideal,E,SI2,62.2,53,689,4.73,4.76,2.95
0.77,Premium,D,VS1,62.1,57,3644,5.85,5.8,3.62
0.53,Premium,H,VS2,59.1,59,1356,5.33,5.26,3.13
1,Fair,D,SI2,65,56,3965,6.27,6.23,4.06
0.34,Ideal,D,IF,59.8,57,2346,4.59,4.57,2.74
1.7,Premium,H,VS2,61.9,60,12992,7.61,7.57,4.7
1.21,Ideal,G,VS2,62,56,7666,6.77,6.87,4.23
0.38,Premium,D,SI1,60.7,60,733,4.63,4.69,2.83
0.3,Ideal,F,VS2,62.1,53.3,601,4.3,4.32,2.68
1.7,Premium,I,SI1,59.7,60,10501,7.77,7.72,4.62
0.4,Very Good,G,SI1,62.7,59,702,4.67,4.71,2.94
1.04,Premium,H,VS2,62.7,61,5416,6.48,6.44,4.05
1.02,Ideal,F,VS1,61,56,8157,6.52,6.49,3.97
0.59,Ideal,G,VS2,61.9,57,2336,5.41,5.38,3.34
0.41,Ideal,F,VVS2,61.7,57,1115,4.73,4.8,2.94
0.36,Ideal,F,SI1,62,56,600,4.54,4.59,2.83
0.57,Ideal,G,VS1,62.1,56,1851,5.3,5.33,3.3
1.2,Ideal,I,SI1,62.2,56,5174,6.75,6.73,4.19
0.36,Premium,G,SI1,61.8,59,689,4.57,4.55,2.82
1,Ideal,J,SI1,59.2,62,3929,6.47,6.5,3.84
0.72,Ideal,F,VVS1,62,56,4252,5.73,5.75,3.56
1.01,Good,F,SI2,61.5,61,3895,6.33,6.38,3.91
0.3,Ideal,H,VS1,62.2,54,539,4.29,4.33,2.68
0.36,Ideal,E,VVS1,61.4,57,1043,4.64,4.61,2.54
0.39,Very Good,F,SI1,60,57,704,4.76,4.8,2.86
0.52,Premium,D,VS2,59.4,61,1828,5.24,5.23,3.11
0.35,Premium,E,VS2,59.2,58,984,4.63,4.59,2.73
0.54,Ideal,G,SI2,61.4,56,1192,5.27,5.29,3.24
0.3,Ideal,H,VS1,61.5,57,693,4.27,4.31,2.64
0.91,Premium,F,SI1,61.7,59,4036,6.21,6.17,3.82
0.34,Premium,D,VS2,59.3,58,805,4.52,4.55,2.69
0.71,Premium,G,SI2,60.6,59,2147,5.78,5.74,3.49
0.3,Very Good,G,VVS2,62.9,55,684,4.24,4.28,2.68
0.52,Good,E,VS2,63.4,57,1576,5.12,5.16,3.26
1.09,Ideal,G,VS1,62.5,56,6856,6.63,6.55,4.12
1.04,Premium,G,IF,61.3,58,9039,6.52,6.43,3.97
1.59,Very Good,D,SI1,62.8,54,13631,7.43,7.48,4.68
1.16,Premium,D,I1,61.8,59,3644,6.74,6.78,4.18
1,Good,G,VS2,56.7,62,4838,6.64,6.59,3.75
1.7,Ideal,H,I1,62.6,54.1,7068,7.58,7.63,4.77
1.34,Very Good,D,SI2,61.7,58,7453,7.04,7.1,4.36
0.71,Ideal,G,IF,60.9,57,3739,5.74,5.79,3.51
0.5,Fair,H,VS1,66.6,58,1134,4.95,4.84,3.26
0.32,Very Good,F,SI2,63.1,56,540,4.38,4.34,2.75
2.01,Very Good,H,SI1,61.5,60,17003,8.09,8.01,4.95
0.4,Good,D,SI2,63.4,59,622,4.67,4.7,2.97
0.3,Good,H,SI1,63.9,55,421,4.24,4.27,2.72
1.53,Premium,F,VS1,60.3,58,15217,7.51,7.48,4.52
0.34,Ideal,D,VS2,61.6,55,881,4.54,4.48,2.78
1.01,Ideal,H,VS2,62.1,54,4909,6.5,6.44,4.02
0.41,Premium,G,VS1,60.5,58,899,4.76,4.8,2.89
0.51,Very Good,F,VS1,60,59,1680,5.18,5.22,3.12
0.31,Ideal,H,VS2,62.2,55,628,4.37,4.35,2.71
1.21,Fair,F,SI2,65.3,53,5028,6.74,6.68,4.38
0.76,Premium,D,SI2,58.8,57,2706,6.03,5.98,3.51
1.01,Premium,F,VVS2,62,58,8688,6.45,6.36,3.97
0.32,Ideal,G,IF,62.4,55,1020,4.42,4.4,2.75
0.3,Premium,E,VS2,61.9,59,658,4.29,4.33,2.67
0.33,Ideal,G,VVS2,61.3,56,730,4.46,4.48,2.74
0.86,Very Good,H,SI1,59.7,59,3228,6.14,6.23,3.69
0.72,Ideal,E,SI1,60.9,57,2416,5.83,5.86,3.56
0.72,Ideal,F,SI1,62.4,57,2514,5.71,5.74,3.57
0.7,Ideal,D,VVS2,60.7,57,5539,5.75,5.78,3.5
1.2,Premium,H,SI1,62.4,59,5899,6.73,6.7,4.19
1.02,Premium,F,VVS1,62.6,59,9550,6.41,6.36,4
0.91,Very Good,I,SI1,63.5,57,2852,6.12,6.07,3.87
0.43,Very Good,F,VS2,61,57,905,4.84,4.87,2.96
2.01,Ideal,F,SI2,61.7,56,18394,8.12,8.16,5.02
1.13,Premium,H,SI2,62.3,59,4294,6.68,6.65,4.15
0.71,Ideal,G,SI2,61.8,56,2031,5.7,5.72,3.53
1.51,Very Good,G,VS2,63.5,57,12872,7.23,7.19,4.58
2.01,Very Good,I,SI2,60.5,59,14637,8.19,8.26,4.98
0.38,Ideal,E,VS1,61.9,55.2,979,4.62,4.65,2.87
0.32,Premium,H,IF,61.2,58,842,4.37,4.39,2.68
0.4,Premium,G,VVS1,60.9,57,1200,4.8,4.76,2.91
0.71,Ideal,E,SI1,61.7,56,2494,5.74,5.77,3.55
0.74,Premium,H,VS2,62.1,56,2532,5.83,5.79,3.61
0.51,Very Good,F,VS1,63.3,59,1722,5.09,5.12,3.23
1.07,Ideal,G,IF,61.5,57,9532,6.59,6.54,4.04
0.41,Ideal,D,SI1,61,57,791,4.78,4.8,2.92
0.31,Ideal,F,VVS1,60.4,59,779,4.35,4.43,2.65
0.7,Good,F,SI1,60,62,2313,5.73,5.83,3.47
0.42,Ideal,D,VS1,61.8,57,1388,4.82,4.79,2.97
0.54,Fair,F,SI1,61.4,66,1114,5.24,5.18,3.2
0.42,Premium,H,VVS1,62,58,1142,4.82,4.79,2.98
0.36,Ideal,F,VS2,62,55,932,4.58,4.55,2.83
1.22,Premium,E,SI2,60.5,60,4974,6.93,6.89,4.18
1,Premium,E,I1,62.3,58,3136,6.38,6.33,3.96
1.03,Ideal,F,VS2,62,57,6902,6.4,6.48,3.99
0.9,Good,G,SI1,65,57,3615,5.96,6.01,3.89
0.76,Ideal,D,SI2,62.2,57,2706,5.85,5.83,3.63
0.9,Very Good,F,SI1,63.7,58,3950,6.05,6.1,3.87
0.71,Ideal,E,VS2,62.2,57,3073,5.69,5.73,3.55
0.32,Ideal,D,VVS1,61.8,56,1067,4.39,4.41,2.72
0.4,Very Good,F,IF,61.1,57,1217,4.73,4.77,2.9
0.72,Ideal,I,VS1,60.7,57,2539,5.78,5.81,3.51
0.7,Premium,D,SI2,58.6,60,1848,5.89,5.78,3.42
0.6,Ideal,D,SI2,61.3,59,1338,5.42,5.48,3.34
0.35,Ideal,H,VVS1,62.3,55,1024,4.55,4.51,2.82
0.31,Ideal,E,VS2,62.8,57,872,4.37,4.33,2.73
1,Ideal,F,SI1,61.5,57,5197,6.41,6.46,3.96
0.73,Ideal,H,SI1,62.9,58,2377,5.72,5.75,3.61
0.56,Very Good,G,VS2,63.4,58,1590,5.23,5.28,3.33
1.11,Ideal,F,VVS1,59.7,58,12956,6.7,6.74,4.01
0.32,Ideal,H,VVS1,61.6,56,730,4.39,4.41,2.71
0.31,Ideal,D,VS2,60.7,56,942,4.38,4.35,2.65
0.7,Very Good,G,VS2,63.3,56,2464,5.59,5.66,3.56
1.04,Very Good,G,VS1,61.8,58,7049,6.5,6.55,4.03
1.16,Fair,G,SI2,60.1,60,4307,6.9,6.72,4.09
0.96,Very Good,H,SI1,63.1,58,4064,6.2,6.25,3.93
0.3,Premium,G,VVS1,62.4,57,1013,4.29,4.27,2.67
0.52,Premium,F,SI1,62,59,1112,5.18,5.15,3.2
0.52,Good,F,SI1,63.8,56,1244,5.07,5.12,3.25
0.7,Premium,G,I1,61.6,56,1138,5.8,5.63,3.52
0.57,Ideal,F,VVS2,62.1,56,2360,5.35,5.31,3.31
2.01,Premium,I,SI2,62.1,60,9658,8.1,8.03,5.01
1.27,Ideal,H,SI1,60.6,57,6785,7.07,7,4.26
0.56,Ideal,I,VS1,60.5,55,1406,5.33,5.39,3.24
0.42,Premium,G,VS1,62.5,59,921,4.72,4.79,2.97
0.51,Ideal,E,VS2,61.8,57,1781,5.15,5.14,3.18
1.66,Very Good,H,SI1,63.3,59,8831,7.48,7.45,4.72
1.03,Ideal,D,SI1,61,57,5804,6.48,6.53,3.97
1.03,Very Good,H,SI1,58.6,61,4326,6.6,6.64,3.88
0.31,Very Good,D,VS1,62.3,56,736,4.33,4.37,2.71
0.93,Good,D,SI1,63.8,59,3812,6.21,6.15,3.94
0.51,Very Good,G,VS2,62.4,62,1438,5.07,5.09,3.17
1.02,Fair,E,VS2,66.6,57,5350,6.09,6.14,4.07
0.51,Ideal,H,SI2,62.1,55,1016,5.12,5.14,3.18
0.3,Good,H,VVS1,63.3,59,684,4.22,4.28,2.69
1.17,Ideal,H,SI1,61.1,57,6368,6.77,6.83,4.16
1.05,Ideal,F,SI2,62.7,54,4866,6.5,6.54,4.09
2.24,Premium,H,SI2,61.8,58,10913,8.41,8.34,5.18
1.66,Ideal,H,IF,61.5,57,14724,7.59,7.62,4.68
1.51,Very Good,I,SI1,63,59,8758,7.26,7.31,4.59
0.41,Ideal,F,VS1,61.9,57,1076,4.77,4.73,2.94
1.01,Good,I,VS1,63.8,57,4016,6.31,6.23,4
1,Premium,F,SI2,60.2,58,3584,6.47,6.42,3.88
1.51,Very Good,F,VS1,60,60,16402,7.39,7.42,4.44
0.55,Ideal,D,SI1,61.3,56,1611,5.28,5.33,3.25
0.31,Premium,D,SI1,61.1,57,732,4.36,4.35,2.66
1.22,Premium,G,VS1,62.2,59,8583,6.82,6.87,4.26
0.93,Very Good,G,SI2,60.8,62,3644,6.29,6.34,3.84
1.5,Very Good,H,VVS2,62.7,58,11303,7.21,7.24,4.53
1.08,Ideal,E,VVS1,61.7,55,14032,6.6,6.63,4.08
0.3,Premium,F,VS2,62.2,58,605,4.28,4.31,2.67
0.4,Premium,E,VS2,60.7,60,975,4.75,4.7,2.87
