murders,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
yes,55530,2.36,33.88,64.94,0.57,0.86,17.08,30.71,17.91,14.46,55530,100,20609,73.19,0.65,31.48,30.64,10.55,15.35,27202,12077,14867,6659,8375,19269,6854,11780,22.11,9.78,26.95,20.74,6.21,57.86,14.42,23.82,14.66,24.65,11.05,38.26,16.31,13.98,2.91,52.67,48.29,59.55,57.07,63.02,71.05,3594,8.53,1008,11.41,16.87,24.31,30.95,0.21,0.31,0.44,0.56,96.07,0.53,3.82,2.28,2.26,2.35,2.18,49,2.49,53.95,2,2912,89,47.12,2.58,34.82,1962,6.51,0.17,41800,63300,96100,54300,209,304,380,171,392,28,21.3,13.9,92,8,1.82,63.63,45.6,72.33,86.31,30.8,1805,3.22,4.44
no,14869,2.67,2.28,94.74,2.67,0.74,13.71,20.33,9.48,12.38,14882,100,49851,81.88,0.89,69.45,23.77,1.59,19.47,58871,22647,22959,12964,15565,22630,7828,340,2.35,1.33,5.95,54.76,2.57,66.85,10.06,43.92,2.33,53.3,5.73,22.37,11.09,8.64,3.01,82.5,82.05,94.94,78,64.94,72.84,86,0.74,704,11.79,16.19,26.85,28.84,0.56,0.77,1.27,1.37,94.75,0.53,2.47,1.9,2.6,2.69,2.14,85.62,0.43,18.79,3,164,97.14,82.53,0.61,30.49,1963,0.18,0.21,89100,117500,148000,58900,303,394,502,199,465,24.6,18.7,11.4,10,0,4.73,58.81,59.75,85.21,89.74,5.8,2552.7,1.96,0
no,14167,2.72,2.48,93.36,3.88,0.96,13.42,23.91,10.99,9.47,13578,95.84,48547,84.81,0.58,61.76,21.28,2.23,12.86,57262,19370,19711,17055,50850,13089,10243,387,2.75,3.65,12.43,36.62,2.64,71.4,30.32,21.45,9.88,37.84,6.34,27.1,9.64,8.09,3.27,86.04,85.76,97.8,83.39,55.76,69.74,115,1.2,676,13.91,16.72,29.14,30.77,0.66,0.8,1.39,1.47,92.6,1.22,4.73,3.4,2.71,3.01,2,78,1.02,34.27,3,187,96.53,70.24,1.07,14.97,1975,0.33,0.22,119500,163200,205100,85600,300,538,640,340,623,26.3,21.7,12.4,0,0,4.77,69.51,54.13,78.7,87.02,10.1,1409.7,1.81,0
yes,18867,2.37,1.42,95.82,1.01,3.87,9.8,21.82,9.79,19.52,18867,100,30565,72.59,0.34,54.47,35.38,5.39,25.49,37949,15289,15498,10868,11000,17018,9443,1111,6.09,8.8,25.24,20.27,4.06,58.36,21.41,26.56,15.55,25.97,8.11,26.41,10.21,9.26,2.89,78.78,76.7,85.91,74.95,61.55,74.07,217,1.5,827,4.59,9.55,17.9,23.94,0.2,0.42,0.78,1.05,89.68,0.84,3.13,2.05,2.29,2.55,1.82,71.09,0.9,43.66,3,286,96.53,63.68,1.4,25.87,1954,0.5,0.13,75800,92800,117300,41500,350,451,530,180,511,27.2,20.9,13.4,0,0,4.38,78.95,62.09,76.31,93.17,4.5,4154.3,1.67,0
no,17192,2.69,0.58,97.4,1.07,0.76,14.3,30.82,14.81,9.56,17192,100,31289,80.44,0.27,42.64,23.21,5.62,13.56,38241,14148,14319,8639,5781,4521,6649,1393,8.48,7.6,17.45,16.42,5.6,66.25,25.98,20.53,18.3,20.8,11,32.72,13.91,12.5,3.12,70.9,72.17,78.47,75.51,73.84,78.15,440,3.24,232,15.95,19.4,19.4,21.55,0.22,0.26,0.26,0.29,96.09,0.27,3.96,2.71,2.57,2.93,2.1,64.26,3.02,53.73,2,405,94.04,56.26,0.49,24.94,1969,2.25,0.12,66700,80000,94600,27900,356,418,494,138,446,26.6,19.1,11.8,21,0,1.35,76.87,47,74.93,92.27,6.8,2510.4,2.26,0
yes,69512,2.66,40.35,52.26,0.43,10.51,15.95,28.5,13.87,10.71,69512,100,17736,63.65,0.16,26.71,28.02,25.53,18.68,21900,8944,11361,6385,6774,3566,6103,21647,31.72,10.42,31.43,9.25,17.82,45.72,20.65,25.89,20.12,17.49,13.01,37.23,17.02,15.25,3.21,45.11,40.94,46.83,51.51,55.12,60.74,7494,12.28,1233,13.54,17.6,22.14,27.9,0.24,0.31,0.39,0.49,92.48,0.62,7.11,4.87,2.61,2.69,2.51,59.24,4.17,47.02,3,1807,93.54,57.55,13.12,46.93,1944,9.02,0.82,22500,32800,44500,22000,208,267,323,115,343,35.1,17,14.8,38,1,1.77,74.5,58.48,89.99,94.47,18.1,3846.4,1.63,9.84
no,33429,2.79,0.79,91.5,6.84,3.57,12.43,26.14,11.32,6.63,33429,100,48863,89.87,0.79,53.82,16.1,2.26,10.91,53795,19262,19480,16200,21555,16833,14435,904,2.72,3.54,12.25,26.51,2.48,75.02,22.36,16.24,10.93,32.42,6.24,27.7,9.44,7.88,3.25,87.89,86.92,95.35,84.72,56.25,67.65,120,0.54,3143,16.96,19.92,27.17,33.18,1.59,1.87,2.55,3.12,86.31,1.93,4.37,3.3,2.77,2.97,2.12,82.09,1.6,34.58,3,414,96.67,76.58,0.72,14.25,1973,0.21,0,114000,137900,165300,51300,523,591,691,168,647,24.1,21,11.9,3,0,9.4,72.3,55.45,85.48,91.65,11.1,3001.9,4.43,0
yes,782248,3.13,4.7,62.8,19.54,26.64,14.34,30.37,14.46,6.56,782225,100,46206,86.8,0.59,42.18,15.98,8.94,11.92,50281,16905,19496,14239,13613,14066,10007,71676,9.31,10.84,22.84,25.33,5.54,68.79,31.29,17.88,12.77,28.7,9.68,37.23,13.66,11.64,3.5,74.89,68.69,83.8,77.23,59.45,66.95,20538,3.89,207041,18.12,28.53,41.16,55.16,4.8,7.55,10.89,14.6,61.46,9.11,12.42,9.31,3.08,3.08,3.08,61.33,14.88,46.64,3,9147,96.47,61.29,2.07,18.74,1970,1.55,0.48,205800,259100,325900,120100,554,692,888,334,755,28.9,25.6,11.9,917,145,26.47,46.54,45.6,80.84,87.8,177.4,4408.8,3.58,1.55
yes,34402,2.57,66.34,31.63,0.72,1.9,13.79,27.8,13.68,10.68,34402,100,26787,80.34,0.33,24.14,25.29,9.47,15.02,30950,12508,15300,11275,19889,11495,14164,5720,16.88,9.8,27.75,18,8.58,63.19,10.41,21.67,17.57,21.59,12.83,37.26,19.13,16.32,3.13,51.39,46.73,61.93,54.92,74.88,81.35,2518,10,1098,27.96,40.89,48.91,61.57,0.89,1.31,1.56,1.97,94,1.75,6.69,4.49,2.55,2.57,2.54,49.94,6.29,59.01,2,2298,85.34,49.67,8.53,30.24,1960,9.26,1,50500,64500,81800,31300,295,369,442,147,461,27.6,20.4,12.5,0,4,3.19,65.33,47.41,79.21,85.3,14.3,2413.2,16.19,0
yes,405390,2.49,4.28,75.25,2.2,29.25,15.91,31.47,16.94,11.34,405312,99.98,21748,76.14,0.59,36.28,25.85,6.58,16.38,27208,11184,12560,9268,6689,7745,7160,79287,20.16,9.36,21.39,20.71,8.12,58.52,9.49,28.85,10.35,26.28,11.94,36.79,16.19,14.15,3.1,65.86,61.93,74.97,68.55,61.52,68.39,12404,4.29,43397,18.97,28.48,35.61,44.27,2.03,3.05,3.81,4.74,72.89,4.14,6.32,3.82,2.42,2.59,2.24,55.14,7.3,62.99,2,20653,88.74,51.44,2.07,22.06,1971,6.88,0.38,52200,66800,85600,33400,260,327,406,146,377,29.6,21.7,12.5,437,102,10.71,34.8,41.54,73.61,79.3,161.9,2503.8,4.29,4.03
yes,10712,2.68,46.98,52.39,0.17,1.87,15.57,26.95,13.05,14.37,0,0,18641,67.45,0.42,23.95,36.79,16.96,13.32,23338,9291,12803,5345,14294,0,11264,2984,28.83,18.01,40.25,15.17,6.76,51.74,25.2,27.78,21.52,22.89,11.43,31.42,16.33,14.15,3.16,54.36,48.15,59.97,55.33,58.36,67.28,736,7.52,228,45.18,62.72,65.35,68.42,0.96,1.33,1.39,1.46,97.55,0.6,6.82,4.78,2.58,2.61,2.53,61.85,4.71,41.28,3,463,89.61,61.12,3.02,45.36,1964,13.5,1.08,27200,42400,66600,39400,104,170,244,140,252,27.1,22.1,14.7,0,0,2.13,73.66,54.16,81.5,88.8,16,670.3,0,0
no,25399,2.72,0.66,97.59,1.24,0.86,25.2,39.16,28.26,13.71,0,0,22497,73.06,1.43,47.71,33.02,5.56,13.6,31494,10756,10888,6074,8322,3765,4900,3772,17.15,11.45,23.05,22.56,6.14,58.98,25.79,27.59,17.4,23.53,6.02,45.66,7.47,6.8,2.97,75.21,75.29,78.47,81.25,77.22,82.18,405,2.33,449,41.65,51,61.47,63.92,0.74,0.9,1.09,1.13,95.68,0.42,3.61,2.23,2.36,2.54,2.05,68.49,1.81,53.83,2,348,96.41,63.6,2.01,33.33,1939,3.52,0.3,37300,50400,68600,31300,191,285,382,191,320,27.8,17.3,12.6,0,0,1.77,62.25,46.25,68.14,83.03,12.3,2065.6,1.47,0
yes,196637,2.74,55.75,43.57,0.5,0.45,16.18,29.7,15.17,10.48,196594,100,23270,77.64,0.91,29.46,26.94,10.83,12.77,28401,12216,19315,6719,6269,7230,9703,43216,22.68,9.01,24.97,26.91,8.79,59.11,9.73,30.65,12.48,28.01,10.91,36.89,15.27,13.3,3.27,57.38,50.61,66.54,58.36,72,75.56,16372,10.76,2006,27.12,40.73,50.3,56.58,0.28,0.42,0.51,0.58,96.72,0.45,7.57,5.18,2.64,2.78,2.46,60.21,6.2,45.98,3,7509,90.54,57.3,10.37,40.18,1965,7.47,0.57,39900,54600,76600,36700,175,290,375,200,388,28.8,21.8,14,93,2,1.02,82.08,54.94,84.57,93.26,112.9,1741.2,1.86,4
yes,23101,2.56,25.58,72.23,1.33,1.81,14.05,27.69,13.25,11.83,23101,100,26934,76.46,0.56,29.11,26.95,7.39,21.08,31516,11897,13350,8088,5139,11083,8720,3264,14.41,12.64,32.58,10.03,7.2,60.04,21.27,18.01,19.76,17.6,12.31,27.88,14.7,13.59,3.02,62.72,57.73,68.26,70.3,62.58,69.12,1179,6.07,598,9.87,9.87,17.22,23.08,0.26,0.26,0.45,0.6,94.97,0.43,4.34,3.11,2.53,2.58,2.46,58.1,2.74,40.08,3,611,93.65,56.93,3.11,34.53,1964,9.72,0.73,41800,54300,70300,28500,183,288,353,170,389,24.5,17.3,12.6,0,1,2.59,61.87,54.15,76.18,87.44,10.6,2176.1,0.39,0
yes,258295,2.59,11.43,78.42,3.61,12.53,12.34,27.06,12.54,9.67,257892,99.84,30590,82.89,0.48,30.47,21.89,5.98,15.73,35300,14737,16121,9252,12140,12465,8879,29084,11.47,6.86,23.7,13.37,6.57,65.99,4.28,15.3,10.66,20.58,17.41,29.56,19.41,18.4,3.1,67.72,63.59,76.93,68.88,64.51,71.22,7862,4.36,26494,18.09,27.53,35.41,47.73,1.86,2.82,3.63,4.9,84.81,3.7,6.67,4.39,2.55,2.72,2.37,53.82,7.86,54.6,2,9935,90.94,50.38,4.57,11.95,1977,5.23,0.34,71500,89200,116000,44500,330,434,548,218,490,27.3,22.2,11.6,336,236,10.26,21.14,33.43,66.68,67.66,86.3,2993.5,2.85,2.67
no,16603,2.46,1.66,97.51,0.57,0.52,12.56,24.29,11.99,17.79,0,0,21135,66.27,0.34,35.99,40.4,9.29,16.73,27513,11523,11478,5423,5654,41482,14174,2478,15.36,11.34,30.52,12.13,7.2,52.51,24.99,25.69,23.61,19.78,8.8,31.64,11.29,10.15,3.08,70.16,68.64,71.73,64.07,55.2,67.46,507,3.77,250,0,0,0,4.4,0,0,0,0.07,96.11,0.21,4.34,2.77,2.39,2.64,1.97,69.8,0.82,35.68,3,565,92.27,63.34,1.59,66.9,1939,3.58,1.04,22800,35000,58200,35400,146,232,319,173,270,25.8,16.9,14,0,1,1.51,91.93,65.32,93.79,96.99,4.4,3811.2,0.82,0
yes,39498,2.38,22.56,76.34,0.78,0.59,12.57,25.01,12.3,15.75,39368,100,26500,78.61,0.47,37.37,32.56,5.9,15.04,33182,14635,16583,8185,10789,9659,10873,3850,9.9,11.81,29.67,19.21,3.45,64.73,33.53,21.35,21.7,22.88,10.88,26.33,14.1,12.64,2.89,68.08,64.03,77.37,69.5,69.43,77.77,1292,3.99,521,4.61,14.59,19,23.61,0.06,0.19,0.25,0.31,96.42,0.44,2.93,2.01,2.35,2.41,2.24,63.57,1.77,49.94,3,1069,93.96,61.82,1.22,34.52,1960,4.92,0.32,46500,66000,95700,49200,207,292,372,165,393,24.5,19.6,12.6,9,0,1.32,74.87,57.39,83.73,91.09,21.1,1875.5,0.14,0
no,23748,2.95,0.18,98.8,0.44,1.18,15.15,25.55,12.34,8.19,17680,74.45,40982,81.91,1.59,49.86,23.92,3.93,17.07,44185,15456,15502,0,11071,4857,8179,1004,4.24,4.81,18.49,14.77,5.93,64.35,25.61,20.72,18.46,24.01,7.07,24.3,8.75,7.93,3.28,84.39,82.66,91.69,86.36,57.41,67.02,166,0.91,292,4.79,4.79,4.79,4.79,0.06,0.06,0.06,0.06,97.31,0.39,4.97,4.12,2.94,3,2.51,89.98,1.3,21.43,3,181,97.8,88.24,3.31,42.54,1964,1.39,0.12,55600,71200,92700,37100,251,352,434,183,440,21.5,16.3,12.7,0,0,1.23,19.68,62.52,77.64,81.01,40.5,586.4,0.57,0
yes,22906,2.84,38.27,60.06,0.92,1.45,16.24,31.45,15.07,10.56,0,0,18858,73.98,1.62,26.79,27.79,14.67,11.52,22074,8925,11677,4629,6983,11207,4884,5617,25.55,17.16,33.68,13.67,8.69,58.42,25.62,23.59,22.14,20.13,10.66,29.54,12.94,11.87,3.27,66.43,60.16,69.5,68.52,56.56,65.75,1933,9.97,253,26.48,28.85,49.8,60.08,0.29,0.32,0.55,0.66,96.96,0.46,6.89,5.09,2.73,2.64,2.82,46.34,5.29,49.33,3,827,90.71,47.98,9.67,56.59,1963,11.28,0.81,30300,45200,65100,34800,149,222,302,153,348,27.7,20.4,16.9,26,0,1.1,52.64,41.83,71.16,74.08,12,1910.7,0.45,0
no,12174,2.84,0.37,96.65,2.85,0.86,12.72,18.85,9.52,11.61,12174,100,118456,80.21,1.56,78.44,24.48,1.06,12.2,139008,62482,62596,8900,0,60886,39688,182,1.5,0.41,1.46,79.18,1.55,62.22,10.35,32.31,1.76,58.16,3.25,22.5,6.42,4.9,3.18,91.83,92.25,100,93.81,49.26,47.95,0,0,707,15.56,26.73,35.36,36.21,0.9,1.55,2.05,2.1,92.56,1.02,5.59,4.6,2.84,2.95,2.1,90.94,0.33,15.01,4,194,95.67,87.77,0,40.72,1939,0,0.16,330700,483500,500001,169301,545,681,1001,456,705,20.2,18,13.6,0,0,5.81,55.62,61.86,84.06,86.65,4,3074.2,26.56,0
no,11980,2.5,66.07,31.89,1.23,0.89,10.92,23.07,10.16,14.22,11980,100,35951,78.39,0.71,34.48,30.11,7.23,20.4,42726,15334,15458,15392,36460,13013,12188,647,5.47,5.43,19.78,25.12,5.26,64.91,11.44,33.09,12.76,29.68,9.62,32.34,13.33,11.7,3.07,66.24,63.97,80.2,72.53,82.5,84.99,431,4.91,748,11.1,27.41,34.36,41.84,0.69,1.71,2.15,2.61,92.88,0.75,4.85,3.25,2.46,2.75,1.95,71.47,2.71,38.79,3,225,95.52,64,1.78,28,1947,1.19,0.94,65500,79300,94800,29300,410,444,503,93,523,22.6,22.5,17.4,0,0,6.24,75.72,63.09,74.75,93.72,1.7,7175.4,23.44,0
yes,21505,2.47,9.68,87.35,0.27,2.18,13.16,24.08,11.17,16.37,21505,100,21949,69.3,1.06,30,36.26,8.09,14.36,27124,10822,11373,7197,8032,3456,10896,3261,15.37,13.37,33.1,10.88,7.26,54.92,25,22.8,21.72,17.66,12.37,21.77,14.47,13.51,2.99,70.63,66.12,78.62,78.3,66.03,73.21,233,1.18,357,14.57,22.13,24.65,39.5,0.24,0.37,0.41,0.66,95.97,0.56,3.73,2.58,2.44,2.44,2.44,67.44,2.77,51.97,2,1618,84.33,67.39,2.84,48.64,1958,9.2,1.17,24400,37900,56400,32000,181,257,321,140,363,24.4,18.7,14.3,12,0,1.66,65.54,55.47,82.34,91.21,22.9,940.1,0,0
no,30987,3.12,1.99,91.15,4.24,7.42,13.94,30.77,12.55,3.28,30987,100,48758,95.4,0.79,42.9,9.81,2.3,7.22,50301,16416,16632,14862,11611,14864,11527,814,2.63,5.13,16.6,19.88,4.41,78.94,23.84,12.87,13.53,23.72,6.27,26.51,9.16,7.73,3.4,86.85,83.92,96.53,80.88,66.49,73.37,335,1.73,2855,13.17,18.98,31.28,43.33,1.21,1.75,2.88,3.99,85.09,2.11,6.53,5.55,3.12,3.13,3.08,86.7,2.84,21.19,3,393,96.19,86.53,1.02,11.45,1975,0.17,0.1,87900,107100,125700,37800,622,744,884,262,891,24.6,22.7,12.8,0,0,9.21,67.73,47.01,81.47,88.8,7,4411.6,2.98,0
yes,105511,2.5,20.9,76.03,0.87,3.36,12.74,26.16,12.31,14.98,105536,100,24131,73.59,0.32,39.12,32.66,8.37,17.78,29576,11949,13483,6946,8052,9816,6515,14854,14.37,9.19,28.02,18.46,7.82,59.05,21.79,26.73,18,25.35,11.33,31.96,14.42,13,3.08,63.04,58.94,70.5,67.11,67.17,73.5,5185,6.06,3546,14.13,24.08,29.02,33.08,0.47,0.81,0.98,1.11,90.83,1.03,5.82,3.79,2.45,2.54,2.26,68.59,2.45,48.64,3,3497,92.36,65.94,4.72,35.2,1950,5.03,0.31,28500,40300,57200,28700,230,325,403,173,410,26.3,17.3,13.2,233,3,3.36,66.39,55.93,85.25,89.38,37.7,2796.3,3.63,15.04
yes,109199,2.92,21.15,50.46,22.95,10.78,14.35,27.49,13.44,9.96,109199,100,36605,79.57,0.56,34.19,22.23,10.85,22.12,41183,14271,16380,12108,11478,12510,10988,9007,8.48,6.8,19.04,19.2,6.55,62.7,13.74,22.94,11.76,23.56,10.68,31.28,14.29,12.51,3.33,72.02,67.59,79.37,73.37,63.04,70.66,2818,3.48,19770,12.34,20.29,31.66,40.52,2.23,3.67,5.73,7.34,75.03,2.48,9.13,6.77,2.85,2.95,2.68,64.16,9.25,47.35,3,2519,93.69,61.88,2.02,26.36,1965,3.05,0.22,105900,140600,186200,80300,383,511,629,246,578,28,25.5,12.1,47,9,18.1,46.72,43.03,65.04,86.92,31.3,3488.3,3.7,11.45
yes,12765,2.75,24.29,66.7,1.18,11.04,16.09,27.19,14.58,15.22,0,0,17552,69.77,1.67,30.83,36.25,10.28,11.28,22949,9367,11281,5374,7664,12360,4743,3203,26.71,19.56,39.11,13.46,8.82,51.73,26.69,27.74,25.97,22.3,11.13,28.49,14.19,12.79,3.18,64.01,59.27,69.92,65.78,53.05,64.86,507,4.56,896,31.14,50.56,62.72,68.97,2.19,3.55,4.4,4.84,88,3.97,6.98,5.05,2.6,2.55,2.68,56.95,7.25,52.21,2,410,91.87,58.19,3.41,51.71,1966,16.55,1.41,27600,41500,63400,35800,144,228,293,149,297,24.5,22.1,14,0,0,7.02,78.49,47.04,78.98,92.57,13.1,975,0,0
yes,30707,2.98,6.57,91.08,1.53,1.57,32.51,49.78,38.78,9.14,0,0,25312,82.24,0.88,45.61,22.46,5.54,11.2,32377,11607,12054,7515,10946,5529,4736,5277,21.46,10.3,23.15,28.68,4.6,56,15.46,30.46,13.25,29.18,7.07,53.24,9.04,8.14,2.85,70.48,68.82,78.74,77.94,63.52,71.42,602,4.02,740,34.05,45.14,53.11,61.76,0.82,1.09,1.28,1.49,94.88,0.97,2.73,1.95,2.4,2.49,2.33,43.8,1.25,46.29,3,590,94.59,42.12,1.02,25.59,1973,6.02,0.15,67200,89300,122800,55600,256,341,438,182,410,25.9,21.3,11.6,2,0,2.41,54.91,32.52,47.29,80.69,18.2,1687.6,2.01,0
no,15799,2.55,9.67,89.87,0.16,0.4,13.77,26.79,12.42,13.11,0,0,21543,72.64,1.75,30.04,30.73,10.49,16.93,25530,10832,11103,9026,13714,3274,3489,3383,21.65,19.51,37.65,11.36,6.17,57.19,23.02,18.08,22.87,18.88,11.27,23.25,14.79,13.19,3.04,71.14,66.47,77.52,82.99,68.33,68.72,492,3.74,40,35,35,35,35,0.09,0.09,0.09,0.09,97.55,0.53,3.89,2.79,2.53,2.59,2.46,58.75,3.03,50.11,2,391,94.07,57.57,1.53,26.6,1962,13.56,0.2,36500,50800,68400,31900,154,263,344,190,317,25.3,18.4,12.5,0,0,0.25,84.16,50.76,82.62,93.85,5.9,2697.9,0,0
yes,156983,2.72,19.15,68.56,1.04,16.9,15.45,30.02,15.38,12.22,156983,100,25656,70.62,0.34,32.12,30.16,16.52,16.81,30824,11584,13383,9128,7926,5906,5254,30241,20.11,11.76,30.39,15.05,9.34,55.05,18.49,26.85,16.62,22.93,10.09,40.37,15.02,12.76,3.19,53.6,49.33,58.68,56.51,52.56,59.36,13040,10.89,11562,17.07,21.65,27.76,33.68,1.26,1.59,2.04,2.48,75.86,5.53,6.87,4.63,2.6,2.69,2.5,51.19,4.13,52.81,2,3551,94.21,49.37,3.21,30.86,1948,5.49,0.64,86000,105500,125600,39600,240,418,526,286,495,29.5,21.3,13.5,421,7,7.37,62.38,54.45,85.21,88,33.3,4719.9,5.37,0.44
yes,47564,3.04,17.58,58.6,12.18,23.73,13.97,29.12,13.19,7.12,47564,100,38532,82.87,0.61,31.39,20.03,12.03,14.42,41512,13686,15469,10521,10818,13750,10286,5071,10.79,10.56,23.51,14.35,7,64.56,14.11,18.47,13.94,20.46,10.58,31.2,14.28,12.46,3.44,71.49,66.23,80.69,76.1,59.39,65.81,1742,5.04,8899,19.11,29.16,41.56,51.55,3.58,5.46,7.77,9.64,71.46,6.29,10.13,7.74,3.02,3.11,2.88,63.21,11.08,43.52,3,1066,93.62,61.4,6.85,13.7,1975,3.61,0.57,106700,138900,165800,59100,409,566,675,266,622,27.1,25.9,12.9,130,33,18.71,53.33,44.42,75.07,88.89,11.3,4222.7,4.53,0
yes,16200,2.48,12.99,86.4,0.46,0.59,13.29,24.38,11.27,15.7,0,0,21468,69.63,1.17,35.17,34.08,10.34,18.48,28372,11749,12354,7306,8779,16893,8670,2893,18.53,18.7,32.58,14.92,9.11,51.69,13.1,30.79,15.58,24.54,11.02,23.51,14.61,12.99,2.94,68.73,65.61,70.45,73.41,56.49,65.03,441,3.07,129,6.2,6.2,14.73,21.71,0.05,0.05,0.12,0.17,98.36,0,2.88,2.02,2.4,2.48,2.24,67.51,1.78,49.23,3,614,91.41,65.28,2.12,43.32,1964,10,1.15,30600,42300,63800,33200,144,205,258,114,273,26.3,16.4,11.4,0,0,0.8,77.46,55.29,85.79,93.05,13.3,1216.9,0.1,0
no,34997,2.79,3.54,94.3,1.57,1.73,13.23,26.68,12,10.25,34931,100,40287,84.99,0.41,45.37,25.23,4.29,19.82,44123,15443,15468,15494,24977,14830,13754,1489,4.28,4.57,17.56,14.36,4.5,69.02,21.19,21.07,15.16,21.65,8.13,27.81,10.91,9.56,3.2,80.47,78.03,91.3,80.65,63.84,72.55,414,1.6,1181,10.25,17.95,22.86,27.27,0.35,0.61,0.77,0.92,94.79,0.69,4.94,3.82,2.79,2.96,2.21,81.76,1.68,38.34,3,761,94.28,76.99,1.71,37.71,1959,0.68,0.17,92800,110900,133300,40500,486,572,629,143,630,24.9,22.3,13.3,0,0,3.38,61.73,60.86,83.82,87.59,23.1,1516.5,2.85,0
yes,71479,3.16,8.91,78.84,3.81,15.9,12.96,29.21,12.85,6.27,71479,100,40679,85.72,0.52,40.04,17.21,6.56,19.85,43574,14490,15714,10114,10556,13323,9264,3872,6.09,5.15,17.65,16.86,4.9,60.2,11.69,18.68,12.56,22.74,8.34,36.96,13.78,10.72,3.19,76.5,74.45,83.58,77.12,57.43,67.41,1061,2.47,5576,11.85,19.78,28.43,35.15,0.92,1.54,2.22,2.74,86.8,2.75,5.45,4.21,2.82,2.88,2.73,65.71,4.87,35.67,3,1033,95.63,64.48,0.48,26.82,1977,1.85,0.2,122800,147900,180700,57900,456,561,686,230,629,27.3,25.6,12.5,0,0,7.8,51.78,35.46,60.8,85.94,23.5,3047.4,1.2,0
yes,19976,3.04,14.22,80.48,1.79,8.07,13.53,27.46,10.76,3.94,19974,100,41457,92.4,0.47,40.13,10.01,2.4,7.16,43996,15194,15819,13155,2309,9818,11152,735,3.72,4.16,13.87,28.24,3.61,75.75,16.88,23.27,9.27,31.67,7.1,20.44,11.8,9.55,3.3,83.76,81.82,91.55,83.23,70.96,76.65,41,0.36,630,13.33,20,36.35,50.16,0.42,0.63,1.15,1.58,91.54,1.3,4.43,3.73,3.01,3.05,2.85,80.29,3.2,22.26,3,469,93.34,79.21,0.64,22.81,1984,1.4,0.26,66100,84200,100000,33900,383,466,541,158,586,26.9,24.5,13.8,0,0,3.15,63.48,32.53,74.9,87.03,34.8,573.3,1.02,0
yes,28227,2.52,8.08,88.65,1.41,2.8,15.96,33.02,18.56,11.59,28227,100,30534,76.45,0.83,46.51,24.97,9.15,20.36,37427,16358,17118,10426,11969,10783,9853,3228,12.47,5.93,15.88,32.16,5.96,65.27,7.95,28.65,5.71,31.79,9.91,42.44,14.25,12.17,3,64.32,62.75,66.67,61.27,49.97,63.93,873,4.64,1473,20.37,25.12,31.64,37.14,1.06,1.31,1.65,1.94,92.04,0.93,4.5,2.56,2.31,2.41,2.24,43.35,1.45,52.94,2,1898,85.5,41.6,0.95,37.09,1939,3.64,0.25,121100,155000,199000,77900,355,525,668,313,593,27.7,24.4,15.5,41,0,5.22,44.17,41.9,65.93,69.73,8.2,3432.9,2.08,7.69
no,24160,2.75,11.11,82.17,1.42,13.32,13.36,28.07,13.51,12.34,0,0,30194,78.78,0.37,36.02,26.7,8.05,15.63,35472,13525,14453,8994,9838,17110,8046,3227,13.83,12.18,29.73,16.05,6.63,62.12,12.57,29.91,16.07,23.69,10.27,36.07,14.09,12.3,3.19,64.73,60.36,72.06,62.49,63.87,72.66,1193,6.59,2416,18.29,25.46,31.95,42.8,1.83,2.55,3.2,4.28,81.69,4.08,6.19,4.23,2.64,2.73,2.55,51.89,4.36,50.71,2,685,92.77,50.22,1.61,32.99,1945,4.33,0.56,94800,118400,144200,49400,390,500,595,205,578,31.5,23.5,15,127,2,10,71.87,52.35,80.71,90.9,5.1,4708.8,3.1,0
